hospcode,hospname,postcode,obs1url,ind1url,mortalityvalue,obs2url,ind2url,recommendvalue
http://nhs.publishmydata.com/id/organisation/nacs/RWWWH,Warrington Hospital,WA5 1QG,http://nhs.publishmydata.com/data/metric/96/year/2016/RWWWH,http://nhs.publishmydata.com/data/metric/96,1.1065,http://nhs.publishmydata.com/data/metric/182/year/2016/RWWWH,http://nhs.publishmydata.com/data/metric/182,54
http://nhs.publishmydata.com/id/organisation/nacs/RWELR,Rutland Memorial Hospital - University Hospitals Of Leicester NHS Trust,LE15 6NT,http://nhs.publishmydata.com/data/metric/96/year/2016/RWELR,http://nhs.publishmydata.com/data/metric/96,0.9816,http://nhs.publishmydata.com/data/metric/182/year/2016/RWELR,http://nhs.publishmydata.com/data/metric/182,64
http://nhs.publishmydata.com/id/organisation/nacs/RKEHC,The Whittington Hospital At Hornsey Central,N8 8JD,http://nhs.publishmydata.com/data/metric/96/year/2016/RKEHC,http://nhs.publishmydata.com/data/metric/96,0.6688,http://nhs.publishmydata.com/data/metric/182/year/2016/RKEHC,http://nhs.publishmydata.com/data/metric/182,69
http://nhs.publishmydata.com/id/organisation/nacs/RXQ65,Marlow Community Hospital,SL7 1DJ,http://nhs.publishmydata.com/data/metric/96/year/2016/RXQ65,http://nhs.publishmydata.com/data/metric/96,0.9868,http://nhs.publishmydata.com/data/metric/182/year/2016/RXQ65,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RXQ02,Stoke Mandeville Hospital,HP21 8AL,http://nhs.publishmydata.com/data/metric/96/year/2016/RXQ02,http://nhs.publishmydata.com/data/metric/96,0.9868,http://nhs.publishmydata.com/data/metric/182/year/2016/RXQ02,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RTXBW,Westmorland General Hospital,LA9 7RG,http://nhs.publishmydata.com/data/metric/96/year/2016/RTXBW,http://nhs.publishmydata.com/data/metric/96,0.9914,http://nhs.publishmydata.com/data/metric/182/year/2016/RTXBW,http://nhs.publishmydata.com/data/metric/182,64
http://nhs.publishmydata.com/id/organisation/nacs/RN333,Chippenham Community Hospital,SN15 2AJ,http://nhs.publishmydata.com/data/metric/96/year/2016/RN333,http://nhs.publishmydata.com/data/metric/96,0.9466,http://nhs.publishmydata.com/data/metric/182/year/2016/RN333,http://nhs.publishmydata.com/data/metric/182,70
http://nhs.publishmydata.com/id/organisation/nacs/R1H12,The Royal London Hospital,E1 1BZ,http://nhs.publishmydata.com/data/metric/96/year/2016/R1H12,http://nhs.publishmydata.com/data/metric/96,0.9003,http://nhs.publishmydata.com/data/metric/182/year/2016/R1H12,http://nhs.publishmydata.com/data/metric/182,56
http://nhs.publishmydata.com/id/organisation/nacs/R1H13,Mile End Hospital,E1 4DG,http://nhs.publishmydata.com/data/metric/96/year/2016/R1H13,http://nhs.publishmydata.com/data/metric/96,0.9003,http://nhs.publishmydata.com/data/metric/182/year/2016/R1H13,http://nhs.publishmydata.com/data/metric/182,56
http://nhs.publishmydata.com/id/organisation/nacs/R1HKH,Whipps Cross University Hospital,E11 1NR,http://nhs.publishmydata.com/data/metric/96/year/2016/R1HKH,http://nhs.publishmydata.com/data/metric/96,0.9003,http://nhs.publishmydata.com/data/metric/182/year/2016/R1HKH,http://nhs.publishmydata.com/data/metric/182,56
http://nhs.publishmydata.com/id/organisation/nacs/R1HM0,St Bartholomew's Hospital,EC1A 7BE,http://nhs.publishmydata.com/data/metric/96/year/2016/R1HM0,http://nhs.publishmydata.com/data/metric/96,0.9003,http://nhs.publishmydata.com/data/metric/182/year/2016/R1HM0,http://nhs.publishmydata.com/data/metric/182,56
http://nhs.publishmydata.com/id/organisation/nacs/R1HNH,Newham General Hospital,E13 8SL,http://nhs.publishmydata.com/data/metric/96/year/2016/R1HNH,http://nhs.publishmydata.com/data/metric/96,0.9003,http://nhs.publishmydata.com/data/metric/182/year/2016/R1HNH,http://nhs.publishmydata.com/data/metric/182,56
http://nhs.publishmydata.com/id/organisation/nacs/RA201,Royal Surrey County Hospital,GU2 7XX,http://nhs.publishmydata.com/data/metric/96/year/2016/RA201,http://nhs.publishmydata.com/data/metric/96,0.8637,http://nhs.publishmydata.com/data/metric/182/year/2016/RA201,http://nhs.publishmydata.com/data/metric/182,78
http://nhs.publishmydata.com/id/organisation/nacs/RA430,Yeovil District Hospital,BA21 4AT,http://nhs.publishmydata.com/data/metric/96/year/2016/RA430,http://nhs.publishmydata.com/data/metric/96,1.0184,http://nhs.publishmydata.com/data/metric/182/year/2016/RA430,http://nhs.publishmydata.com/data/metric/182,68
http://nhs.publishmydata.com/id/organisation/nacs/RA701,Bristol Royal Infirmary,BS2 8HW,http://nhs.publishmydata.com/data/metric/96/year/2016/RA701,http://nhs.publishmydata.com/data/metric/96,0.9774,http://nhs.publishmydata.com/data/metric/182/year/2016/RA701,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RA707,St Michael's Hospital,BS2 8EG,http://nhs.publishmydata.com/data/metric/96/year/2016/RA707,http://nhs.publishmydata.com/data/metric/96,0.9774,http://nhs.publishmydata.com/data/metric/182/year/2016/RA707,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RA708,Bristol Eye Hospital,BS1 2LX,http://nhs.publishmydata.com/data/metric/96/year/2016/RA708,http://nhs.publishmydata.com/data/metric/96,0.9774,http://nhs.publishmydata.com/data/metric/182/year/2016/RA708,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RA709,University Of Bristol Dental Hospital,BS1 2LY,http://nhs.publishmydata.com/data/metric/96/year/2016/RA709,http://nhs.publishmydata.com/data/metric/96,0.9774,http://nhs.publishmydata.com/data/metric/182/year/2016/RA709,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RA723,Bristol Royal Hospital For Children,BS2 8BJ,http://nhs.publishmydata.com/data/metric/96/year/2016/RA723,http://nhs.publishmydata.com/data/metric/96,0.9774,http://nhs.publishmydata.com/data/metric/182/year/2016/RA723,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RA773,South Bristol Community Hospital,BS14 0DB,http://nhs.publishmydata.com/data/metric/96/year/2016/RA773,http://nhs.publishmydata.com/data/metric/96,0.9774,http://nhs.publishmydata.com/data/metric/182/year/2016/RA773,http://nhs.publishmydata.com/data/metric/182,77
http://nhs.publishmydata.com/id/organisation/nacs/RA901,Torbay Hospital,TQ2 7AA,http://nhs.publishmydata.com/data/metric/96/year/2016/RA901,http://nhs.publishmydata.com/data/metric/96,0.8219,http://nhs.publishmydata.com/data/metric/182/year/2016/RA901,http://nhs.publishmydata.com/data/metric/182,79
http://nhs.publishmydata.com/id/organisation/nacs/RA954,Brixham Hospital - Torbay and South Devon NHS Foundation Trust,TQ5 9HW,http://nhs.publishmydata.com/data/metric/96/year/2016/RA954,http://nhs.publishmydata.com/data/metric/96,0.8219,http://nhs.publishmydata.com/data/metric/182/year/2016/RA954,http://nhs.publishmydata.com/data/metric/182,79
http://nhs.publishmydata.com/id/organisation/nacs/RA956,Dawlish Hospital - Torbay and South Devon NHS Foundation Trust,EX7 9DH,http://nhs.publishmydata.com/data/metric/96/year/2016/RA956,http://nhs.publishmydata.com/data/metric/96,0.8219,http://nhs.publishmydata.com/data/metric/182/year/2016/RA956,http://nhs.publishmydata.com/data/metric/182,79
http://nhs.publishmydata.com/id/organisation/nacs/RA957,Newton Abbot Community Hospital - Torbay and South Devon NHS Foundation Trust,TQ12 2TS,http://nhs.publishmydata.com/data/metric/96/year/2016/RA957,http://nhs.publishmydata.com/data/metric/96,0.8219,http://nhs.publishmydata.com/data/metric/182/year/2016/RA957,http://nhs.publishmydata.com/data/metric/182,79
http://nhs.publishmydata.com/id/organisation/nacs/RA958,Paignton Hospital - Torbay and South Devon NHS Foundation Trust,TQ3 3AG,http://nhs.publishmydata.com/data/metric/96/year/2016/RA958,http://nhs.publishmydata.com/data/metric/96,0.8219,http://nhs.publishmydata.com/data/metric/182/year/2016/RA958,http://nhs.publishmydata.com/data/metric/182,79
http://nhs.publishmydata.com/id/organisation/nacs/RA979,Totnes Hospital - Torbay and South Devon NHS Foundation Trust,TQ9 5GH,http://nhs.publishmydata.com/data/metric/96/year/2016/RA979,http://nhs.publishmydata.com/data/metric/96,0.8219,http://nhs.publishmydata.com/data/metric/182/year/2016/RA979,http://nhs.publishmydata.com/data/metric/182,79
http://nhs.publishmydata.com/id/organisation/nacs/RAE01,Bradford Royal Infirmary,BD9 6RJ,http://nhs.publishmydata.com/data/metric/96/year/2016/RAE01,http://nhs.publishmydata.com/data/metric/96,0.9465,http://nhs.publishmydata.com/data/metric/182/year/2016/RAE01,http://nhs.publishmydata.com/data/metric/182,66
http://nhs.publishmydata.com/id/organisation/nacs/RAE05,St Lukes Hospital,BD5 0NA,http://nhs.publishmydata.com/data/metric/96/year/2016/RAE05,http://nhs.publishmydata.com/data/metric/96,0.9465,http://nhs.publishmydata.com/data/metric/182/year/2016/RAE05,http://nhs.publishmydata.com/data/metric/182,66
http://nhs.publishmydata.com/id/organisation/nacs/RAE2H,Shipley Hospital,BD18 3LT,http://nhs.publishmydata.com/data/metric/96/year/2016/RAE2H,http://nhs.publishmydata.com/data/metric/96,0.9465,http://nhs.publishmydata.com/data/metric/182/year/2016/RAE2H,http://nhs.publishmydata.com/data/metric/182,66
http://nhs.publishmydata.com/id/organisation/nacs/RAJ01,Southend Hospital,SS0 0RY,http://nhs.publishmydata.com/data/metric/96/year/2016/RAJ01,http://nhs.publishmydata.com/data/metric/96,1.1516,http://nhs.publishmydata.com/data/metric/182/year/2016/RAJ01,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RAJ25,Brentwood Community Hospital,CM15 8DR,http://nhs.publishmydata.com/data/metric/96/year/2016/RAJ25,http://nhs.publishmydata.com/data/metric/96,1.1516,http://nhs.publishmydata.com/data/metric/182/year/2016/RAJ25,http://nhs.publishmydata.com/data/metric/182,62
http://nhs.publishmydata.com/id/organisation/nacs/RAL01,Royal Free Hospital,NW3 2QG,http://nhs.publishmydata.com/data/metric/96/year/2016/RAL01,http://nhs.publishmydata.com/data/metric/96,0.8852,http://nhs.publishmydata.com/data/metric/182/year/2016/RAL01,http://nhs.publishmydata.com/data/metric/182,72
http://nhs.publishmydata.com/id/organisation/nacs/RWG03,St Albans City Hospital,AL3 5PN,http://nhs.publishmydata.com/data/metric/96/year/2016/RWG03,http://nhs.publishmydata.com/data/metric/96,0.9378,http://nhs.publishmydata.com/data/metric/182/year/2016/RWG03,http://nhs.publishmydata.com/data/metric/182,54
http://nhs.publishmydata.com/id/organisation/nacs/RAS02,Mount Vernon Hospital,HA6 2RN,http://nhs.publishmydata.com/data/metric/96/year/2016/RAS02,http://nhs.publishmydata.com/data/metric/96,0.8805,http://nhs.publishmydata.com/data/metric/182/year/2016/RAS02,http://nhs.publishmydata.com/data/metric/182,66
http://nhs.publishmydata.com/id/organisation/nacs/RALRA,Edgware Community Hospital,HA8 0AD,http://nhs.publishmydata.com/data/metric/96/year/2016/RALRA,http://nhs.publishmydata.com/data/metric/96,0.8852,http://nhs.publishmydata.com/data/metric/182/year/2016/RALRA,http://nhs.publishmydata.com/data/metric/182,72
